frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
3704,1,281,182,445,344,,1,Hector,live_20260727-211017,2026-07-27T19:19:51.779911+00:00
3704,13,191,170,323,316,,1,Hector,live_20260727-211017,2026-07-27T19:19:52.240940+00:00
3900,1,284,180,439,351,,1,Hector,live_20260727-211017,2026-07-27T19:19:53.398997+00:00
3900,13,205,174,312,292,,1,Hector,live_20260727-211017,2026-07-27T19:19:53.633328+00:00
4097,1,286,181,439,340,,1,Hector,live_20260727-211017,2026-07-27T19:19:54.781656+00:00
4097,13,204,174,312,292,,1,Hector,live_20260727-211017,2026-07-27T19:19:54.956899+00:00
4294,1,286,184,439,340,,1,Hector,live_20260727-211017,2026-07-27T19:19:55.997731+00:00
4294,13,204,175,311,290,,1,Hector,live_20260727-211017,2026-07-27T19:19:56.168269+00:00
4486,1,290,196,449,346,,1,Hector,live_20260727-211017,2026-07-27T19:19:57.407660+00:00
4486,13,204,174,310,293,,1,Hector,live_20260727-211017,2026-07-27T19:19:57.789181+00:00
4680,1,290,191,449,346,,1,Hector,live_20260727-211017,2026-07-27T19:19:58.476981+00:00
4680,13,203,176,309,292,,1,Hector,live_20260727-211017,2026-07-27T19:19:58.760280+00:00
4863,1,290,188,448,345,,1,Hector,live_20260727-211017,2026-07-27T19:19:59.357084+00:00
4863,13,197,175,309,294,,1,Hector,live_20260727-211017,2026-07-27T19:19:59.600277+00:00
5039,1,285,189,445,346,,1,Hector,live_20260727-211017,2026-07-27T19:20:00.207549+00:00
5039,13,202,174,309,293,,1,Hector,live_20260727-211017,2026-07-27T19:20:00.595175+00:00
5209,1,282,187,448,345,,1,Hector,live_20260727-211017,2026-07-27T19:20:01.215419+00:00
5209,13,201,173,308,290,,1,Hector,live_20260727-211017,2026-07-27T19:20:01.542025+00:00
5391,1,280,178,447,353,,1,Hector,live_20260727-211017,2026-07-27T19:20:02.572156+00:00
5391,13,201,175,310,289,,1,Hector,live_20260727-211017,2026-07-27T19:20:02.836919+00:00
5583,1,270,182,440,342,,1,Hector,live_20260727-211017,2026-07-27T19:20:03.809002+00:00
5583,13,199,173,309,292,,1,Hector,live_20260727-211017,2026-07-27T19:20:04.102602+00:00
5776,1,289,176,445,348,,1,Hector,live_20260727-211017,2026-07-27T19:20:09.536346+00:00
5776,13,192,174,307,296,,1,Hector,live_20260727-211017,2026-07-27T19:20:09.729937+00:00
5971,1,306,177,451,339,,1,Hector,live_20260727-211017,2026-07-27T19:20:11.675158+00:00
5971,13,193,174,310,295,,1,Hector,live_20260727-211017,2026-07-27T19:20:11.866037+00:00
6165,1,297,180,445,348,,1,Hector,live_20260727-211017,2026-07-27T19:20:13.038156+00:00
6165,13,202,165,307,297,,1,Hector,live_20260727-211017,2026-07-27T19:20:13.245762+00:00
6359,1,297,178,445,348,,1,Hector,live_20260727-211017,2026-07-27T19:20:14.722116+00:00
6359,13,197,163,312,296,,1,Hector,live_20260727-211017,2026-07-27T19:20:15.067998+00:00
6551,1,313,165,470,342,,1,Hector,live_20260727-211017,2026-07-27T19:20:16.703610+00:00
6551,13,210,173,317,304,,1,Hector,live_20260727-211017,2026-07-27T19:20:18.045713+00:00
6745,1,319,161,454,338,,1,Hector,live_20260727-211017,2026-07-27T19:22:39.902572+00:00
6745,13,198,166,309,299,,1,Hector,live_20260727-211017,2026-07-27T19:22:40.084578+00:00
