frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
3136,-15,118,157,300,343,,1,Hector,live_20260727-215259,2026-07-27T19:59:51.886100+00:00
3136,1,316,160,547,353,,1,Hector,live_20260727-215259,2026-07-27T19:59:52.105348+00:00
3365,-16,130,172,314,343,,1,Hector,live_20260727-215259,2026-07-27T19:59:54.792673+00:00
3365,1,313,169,541,358,,1,Hector,live_20260727-215259,2026-07-27T19:59:55.027158+00:00
3561,-17,112,150,298,351,,1,Hector,live_20260727-215259,2026-07-27T19:59:57.625974+00:00
3561,1,313,165,542,357,,1,Hector,live_20260727-215259,2026-07-27T19:59:57.809101+00:00
3783,-18,116,154,290,353,,1,Hector,live_20260727-215259,2026-07-27T20:00:07.725381+00:00
3783,1,307,155,547,357,,1,Hector,live_20260727-215259,2026-07-27T20:00:07.947641+00:00
3999,-19,142,182,297,330,,1,Hector,live_20260727-215259,2026-07-27T20:00:30.362408+00:00
3999,1,307,169,544,358,,1,Hector,live_20260727-215259,2026-07-27T20:00:30.551868+00:00
4232,-20,149,160,295,354,,1,Hector,live_20260727-215259,2026-07-27T20:00:40.220083+00:00
4232,1,306,170,549,358,,1,Hector,live_20260727-215259,2026-07-27T20:00:40.436734+00:00
4453,-21,130,149,306,358,,1,Hector,live_20260727-215259,2026-07-27T20:00:43.164370+00:00
4453,1,300,163,551,358,,1,Hector,live_20260727-215259,2026-07-27T20:00:43.376593+00:00
4673,-22,152,160,320,349,,1,Hector,live_20260727-215259,2026-07-27T20:00:49.712639+00:00
4673,1,323,192,541,357,,1,Hector,live_20260727-215259,2026-07-27T20:00:49.923328+00:00
4929,-23,152,152,326,350,,1,Hector,live_20260727-215259,2026-07-27T20:00:54.357125+00:00
4929,-24,355,165,507,340,,1,Hector,live_20260727-215259,2026-07-27T20:00:54.144268+00:00
5198,-25,138,166,335,358,,1,Hector,live_20260727-215259,2026-07-27T20:00:59.184057+00:00
5198,-26,366,148,538,341,,1,Hector,live_20260727-215259,2026-07-27T20:00:58.987041+00:00
5465,-27,124,149,342,351,,1,Hector,live_20260727-215259,2026-07-27T20:01:04.224242+00:00
5465,-28,362,144,523,344,,1,Hector,live_20260727-215259,2026-07-27T20:01:04.023663+00:00
5731,-29,149,166,326,356,,1,Hector,live_20260727-215259,2026-07-27T20:01:09.311644+00:00
5731,-30,352,172,537,348,,1,Hector,live_20260727-215259,2026-07-27T20:01:09.126927+00:00
5997,-31,140,176,301,356,,1,Hector,live_20260727-215259,2026-07-27T20:01:20.852702+00:00
5997,-32,375,155,511,345,,1,Hector,live_20260727-215259,2026-07-27T20:01:20.706377+00:00
6245,-33,157,176,294,354,,1,Hector,live_20260727-215259,2026-07-27T20:01:22.848287+00:00
6245,1,302,151,546,357,,1,Hector,live_20260727-215259,2026-07-27T20:01:22.991717+00:00
6465,-34,139,158,285,342,,1,Hector,live_20260727-215259,2026-07-27T20:01:25.330430+00:00
6465,1,312,165,548,357,,1,Hector,live_20260727-215259,2026-07-27T20:01:25.491717+00:00
6699,-35,126,159,317,346,,1,Hector,live_20260727-215259,2026-07-27T20:01:29.829349+00:00
6699,-36,343,155,492,351,,1,Hector,live_20260727-215259,2026-07-27T20:01:29.623021+00:00
6937,1,309,168,548,357,,1,Hector,live_20260727-215259,2026-07-27T20:01:32.094869+00:00
7168,-37,148,160,290,337,,1,Hector,live_20260727-215259,2026-07-27T20:02:18.518972+00:00
7168,1,309,169,544,356,,1,Hector,live_20260727-215259,2026-07-27T20:02:18.706821+00:00
7435,-38,118,163,314,348,,1,Hector,live_20260727-215259,2026-07-27T20:02:37.542486+00:00
7435,-39,334,148,454,292,,1,Hector,live_20260727-215259,2026-07-27T20:02:37.166685+00:00
7670,-40,138,171,288,327,,1,Hector,live_20260727-215259,2026-07-27T20:02:39.591583+00:00
7670,1,308,175,549,358,,1,Hector,live_20260727-215259,2026-07-27T20:02:39.847218+00:00
